Month,Project,Internal ID,Item Internal ID,N/C,Attribute,UoM,Source,Index,Value,Product Category,Material Category
31-08-22,,515,2176,911020,Actuals,Amount,NetSuite,1,2875,Category_34,Material Category 6
31-08-22,,515,2176,911020,Actuals,Qty,NetSuite,2,2,Category_34,Material Category 6
31-08-22,,515,2172,911020,Actuals,Amount,NetSuite,3,2288,Category_34,Material Category 6
31-08-22,,515,2172,911020,Actuals,Qty,NetSuite,4,2,Category_34,Material Category 6
31-08-22,,515,2166,911020,Actuals,Amount,NetSuite,5,2450,Category_34,Material Category 6
31-08-22,,515,2166,911020,Actuals,Qty,NetSuite,6,2,Category_34,Material Category 6
31-08-22,,515,2167,911020,Actuals,Amount,NetSuite,7,2325,Category_34,Material Category 6
31-08-22,,515,2167,911020,Actuals,Qty,NetSuite,8,2,Category_34,Material Category 6
31-08-22,,515,2169,911020,Actuals,Amount,NetSuite,9,4650,Category_34,Material Category 6
31-08-22,,515,2169,911020,Actuals,Qty,NetSuite,10,5,Category_34,Material Category 6
31-08-22,,515,2174,911020,Actuals,Amount,NetSuite,11,2450,Category_34,Material Category 6
31-08-22,,515,2174,911020,Actuals,Qty,NetSuite,12,2,Category_34,Material Category 6
31-08-22,,515,2242,911020,Actuals,Amount,NetSuite,13,11875,Category_34,Material Category 6
31-08-22,,515,2242,911020,Actuals,Qty,NetSuite,14,12,Category_34,Material Category 6
31-08-22,,520,2166,92103,Actuals,Amount,NetSuite,15,-1633,Category_34,Material Category 6
31-08-22,,520,2166,92103,Actuals,Qty,NetSuite,16,-2,Category_34,Material Category 6
31-08-22,,520,2167,92103,Actuals,Amount,NetSuite,17,-1633,Category_34,Material Category 6
31-08-22,,520,2167,92103,Actuals,Qty,NetSuite,18,-2,Category_34,Material Category 6
31-08-22,,520,2176,92103,Actuals,Amount,NetSuite,19,-2053,Category_34,Material Category 6
31-08-22,,520,2176,92103,Actuals,Qty,NetSuite,20,-2,Category_34,Material Category 6
31-08-22,,520,2172,92103,Actuals,Amount,NetSuite,21,-1633,Category_34,Material Category 6
31-08-22,,520,2172,92103,Actuals,Qty,NetSuite,22,-2,Category_34,Material Category 6
31-08-22,,520,2169,92103,Actuals,Amount,NetSuite,23,-3265,Category_34,Material Category 6
31-08-22,,520,2169,92103,Actuals,Qty,NetSuite,24,-5,Category_34,Material Category 6
31-08-22,,520,2174,92103,Actuals,Amount,NetSuite,25,-1633,Category_34,Material Category 6
31-08-22,,520,2174,92103,Actuals,Qty,NetSuite,26,-2,Category_34,Material Category 6
31-08-22,,520,2242,92103,Actuals,Amount,NetSuite,27,-8366,Category_34,Material Category 6
31-08-22,,520,2242,92103,Actuals,Qty,NetSuite,28,-12,Category_34,Material Category 6
31-08-22,,521,2290,92104,Actuals,Amount,NetSuite,63,-1393,Category_19,Material Category 3
31-08-22,,521,2290,92104,Actuals,Qty,NetSuite,64,-12,Category_19,Material Category 3
31-08-22,,521,2213,92104,Actuals,Amount,NetSuite,65,-850,Category_19,Material Category 3
31-08-22,,521,2213,92104,Actuals,Qty,NetSuite,66,-8,Category_19,Material Category 3
31-08-22,,521,2225,92104,Actuals,Amount,NetSuite,55,-15616,Category_20,Material Category 3
31-08-22,,521,2225,92104,Actuals,Qty,NetSuite,56,-50,Category_20,Material Category 3
31-08-22,,521,2219,92104,Actuals,Amount,NetSuite,53,-3877,Category_23,Material Category 3
31-08-22,,521,2219,92104,Actuals,Qty,NetSuite,54,-25,Category_23,Material Category 3
31-08-22,,521,4348,92104,Actuals,Amount,NetSuite,57,-1685,Category_24,Material Category 3
31-08-22,,521,4348,92104,Actuals,Qty,NetSuite,58,-8,Category_24,Material Category 3
31-08-22,,521,2221,92104,Actuals,Amount,NetSuite,59,-10425,Category_24,Material Category 3
31-08-22,,521,2221,92104,Actuals,Qty,NetSuite,60,-50,Category_24,Material Category 3
31-08-22,,521,2222,92104,Actuals,Amount,NetSuite,61,-1056,Category_24,Material Category 3
31-08-22,,521,2222,92104,Actuals,Qty,NetSuite,62,-5,Category_24,Material Category 3
31-08-22,,515,2263,911020,Actuals,Amount,NetSuite,29,3100,Category_35,Material Category 6
31-08-22,,515,2263,911020,Actuals,Qty,NetSuite,30,2,Category_35,Material Category 6
31-08-22,,515,2189,911020,Actuals,Amount,NetSuite,31,3200,Category_35,Material Category 6
31-08-22,,515,2189,911020,Actuals,Qty,NetSuite,32,2,Category_35,Material Category 6
31-08-22,,515,2188,911020,Actuals,Amount,NetSuite,33,3250,Category_35,Material Category 6
31-08-22,,515,2188,911020,Actuals,Qty,NetSuite,34,2,Category_35,Material Category 6
31-08-22,,515,2265,911020,Actuals,Amount,NetSuite,35,3100,Category_35,Material Category 6
31-08-22,,515,2265,911020,Actuals,Qty,NetSuite,36,2,Category_35,Material Category 6
31-08-22,,515,2190,911020,Actuals,Amount,NetSuite,37,3162,Category_35,Material Category 6
31-08-22,,515,2190,911020,Actuals,Qty,NetSuite,38,2,Category_35,Material Category 6
31-08-22,,520,2189,92103,Actuals,Amount,NetSuite,39,-2191,Category_35,Material Category 6
31-08-22,,520,2189,92103,Actuals,Qty,NetSuite,40,-2,Category_35,Material Category 6
31-08-22,,520,2265,92103,Actuals,Amount,NetSuite,41,-2198,Category_35,Material Category 6
31-08-22,,520,2265,92103,Actuals,Qty,NetSuite,42,-2,Category_35,Material Category 6
31-08-22,,520,2263,92103,Actuals,Amount,NetSuite,43,-2198,Category_35,Material Category 6
31-08-22,,520,2263,92103,Actuals,Qty,NetSuite,44,-2,Category_35,Material Category 6
31-08-22,,520,2188,92103,Actuals,Amount,NetSuite,45,-2191,Category_35,Material Category 6
31-08-22,,520,2188,92103,Actuals,Qty,NetSuite,46,-2,Category_35,Material Category 6
31-08-22,,520,2190,92103,Actuals,Amount,NetSuite,47,-2191,Category_35,Material Category 6
31-08-22,,520,2190,92103,Actuals,Qty,NetSuite,48,-2,Category_35,Material Category 6
31-08-22,,515,2272,911020,Actuals,Amount,NetSuite,49,7112,Category_64,Material Category 6
31-08-22,,515,2272,911020,Actuals,Qty,NetSuite,50,2,Category_64,Material Category 6
31-08-22,,520,2272,92103,Actuals,Amount,NetSuite,51,-4735,Category_64,Material Category 6
31-08-22,,520,2272,92103,Actuals,Qty,NetSuite,52,-2,Category_64,Material Category 6
31-08-22,,521,2204,92104,Actuals,Amount,NetSuite,67,-4327,Category_19,Material Category 3
31-08-22,,521,2204,92104,Actuals,Qty,NetSuite,68,-38,Category_19,Material Category 3
31-08-22,,516,2204,911030,Actuals,Amount,NetSuite,69,6375,Category_19,Material Category 3
31-08-22,,516,2204,911030,Actuals,Qty,NetSuite,70,38,Category_19,Material Category 3
31-08-22,,516,2213,911030,Actuals,Amount,NetSuite,71,1238,Category_19,Material Category 3
31-08-22,,516,2213,911030,Actuals,Qty,NetSuite,72,8,Category_19,Material Category 3
31-08-22,,516,2290,911030,Actuals,Amount,NetSuite,73,2000,Category_19,Material Category 3
31-08-22,,516,2290,911030,Actuals,Qty,NetSuite,74,12,Category_19,Material Category 3
31-08-22,,516,4348,911030,Actuals,Amount,NetSuite,75,1800,Category_24,Material Category 3
31-08-22,,516,4348,911030,Actuals,Qty,NetSuite,76,8,Category_24,Material Category 3
31-08-22,,516,2221,911030,Actuals,Amount,NetSuite,77,13500,Category_24,Material Category 3
31-08-22,,516,2221,911030,Actuals,Qty,NetSuite,78,50,Category_24,Material Category 3
31-08-22,,516,2222,911030,Actuals,Amount,NetSuite,79,1375,Category_24,Material Category 3
31-08-22,,516,2222,911030,Actuals,Qty,NetSuite,80,5,Category_24,Material Category 3
31-08-22,,516,2219,911030,Actuals,Amount,NetSuite,81,5875,Category_23,Material Category 3
31-08-22,,516,2219,911030,Actuals,Qty,NetSuite,82,25,Category_23,Material Category 3
31-08-22,,516,2225,911030,Actuals,Amount,NetSuite,83,19750,Category_20,Material Category 3
31-08-22,,516,2225,911030,Actuals,Qty,NetSuite,84,50,Category_20,Material Category 3
31-08-22,,514,2161,911010,Actuals,Amount,NetSuite,85,7562,Category_18,Material Category 2
31-08-22,,514,2161,911010,Actuals,Qty,NetSuite,86,28,Category_18,Material Category 2
31-08-22,,514,2238,911010,Actuals,Amount,NetSuite,87,6750,Category_18,Material Category 2
31-08-22,,514,2238,911010,Actuals,Qty,NetSuite,88,25,Category_18,Material Category 2
31-08-22,,514,2239,911010,Actuals,Amount,NetSuite,89,3438,Category_18,Material Category 2
31-08-22,,514,2239,911010,Actuals,Qty,NetSuite,90,12,Category_18,Material Category 2
31-08-22,,514,2158,911010,Actuals,Amount,NetSuite,91,28350,Category_18,Material Category 2
31-08-22,,514,2158,911010,Actuals,Qty,NetSuite,92,105,Category_18,Material Category 2
31-08-22,,519,2161,92102,Actuals,Amount,NetSuite,93,-5800,Category_18,Material Category 2
31-08-22,,519,2161,92102,Actuals,Qty,NetSuite,94,-28,Category_18,Material Category 2
31-08-22,,519,2158,92102,Actuals,Amount,NetSuite,95,-21839,Category_18,Material Category 2
31-08-22,,519,2158,92102,Actuals,Qty,NetSuite,96,-105,Category_18,Material Category 2
31-08-22,,519,2238,92102,Actuals,Amount,NetSuite,97,-5262,Category_18,Material Category 2
31-08-22,,519,2238,92102,Actuals,Qty,NetSuite,98,-25,Category_18,Material Category 2
31-08-22,,519,2239,92102,Actuals,Amount,NetSuite,99,-2677,Category_18,Material Category 2
31-08-22,,519,2239,92102,Actuals,Qty,NetSuite,100,-12,Category_18,Material Category 2
31-08-22,,519,2162,92102,Actuals,Amount,NetSuite,101,-29573,Category_17,Material Category 2
31-08-22,,519,2162,92102,Actuals,Qty,NetSuite,102,-102,Category_17,Material Category 2
31-08-22,,519,2164,92102,Actuals,Amount,NetSuite,103,-3778,Category_17,Material Category 2
31-08-22,,519,2164,92102,Actuals,Qty,NetSuite,104,-12,Category_17,Material Category 2
31-08-22,,519,2163,92102,Actuals,Amount,NetSuite,105,-9823,Category_17,Material Category 2
31-08-22,,519,2163,92102,Actuals,Qty,NetSuite,106,-32,Category_17,Material Category 2
31-08-22,,514,2162,911010,Actuals,Amount,NetSuite,107,36900,Category_17,Material Category 2
31-08-22,,514,2162,911010,Actuals,Qty,NetSuite,108,102,Category_17,Material Category 2
31-08-22,,514,2163,911010,Actuals,Amount,NetSuite,109,11450,Category_17,Material Category 2
31-08-22,,514,2163,911010,Actuals,Qty,NetSuite,110,32,Category_17,Material Category 2
31-08-22,,514,2164,911010,Actuals,Amount,NetSuite,111,4375,Category_17,Material Category 2
31-08-22,,514,2164,911010,Actuals,Qty,NetSuite,112,12,Category_17,Material Category 2
31-08-22,,469,4102,91010,Actuals,Amount,NetSuite,113,12000,Category_28,Material Category 4
31-08-22,,469,4102,91010,Actuals,Qty,NetSuite,114,50,Category_28,Material Category 4
31-08-22,,469,4101,91010,Actuals,Amount,NetSuite,115,11400,Category_28,Material Category 4
31-08-22,,469,4101,91010,Actuals,Qty,NetSuite,116,48,Category_28,Material Category 4
31-08-22,,469,4091,91010,Actuals,Amount,NetSuite,117,30000,Category_28,Material Category 4
31-08-22,,469,4091,91010,Actuals,Qty,NetSuite,118,125,Category_28,Material Category 4
31-08-22,,469,4096,91010,Actuals,Amount,NetSuite,119,16000,Category_25,Material Category 4
31-08-22,,469,4096,91010,Actuals,Qty,NetSuite,120,100,Category_25,Material Category 4
31-08-22,,469,4097,91010,Actuals,Amount,NetSuite,121,6000,Category_25,Material Category 4
31-08-22,,469,4097,91010,Actuals,Qty,NetSuite,122,38,Category_25,Material Category 4
31-08-22,,469,4099,91010,Actuals,Amount,NetSuite,123,4612,Category_26,Material Category 4
31-08-22,,469,4099,91010,Actuals,Qty,NetSuite,124,48,Category_26,Material Category 4
31-08-22,,469,4100,91010,Actuals,Amount,NetSuite,125,6000,Category_27,Material Category 4
31-08-22,,469,4100,91010,Actuals,Qty,NetSuite,126,50,Category_27,Material Category 4
31-08-22,,470,4100,92010,Actuals,Amount,NetSuite,127,-4845,Category_27,Material Category 4
31-08-22,,470,4100,92010,Actuals,Qty,NetSuite,128,-50,Category_27,Material Category 4
31-08-22,,470,4099,92010,Actuals,Amount,NetSuite,129,-4041,Category_26,Material Category 4
31-08-22,,470,4099,92010,Actuals,Qty,NetSuite,130,-48,Category_26,Material Category 4
31-08-22,,470,4097,92010,Actuals,Amount,NetSuite,131,-5841,Category_25,Material Category 4
31-08-22,,470,4097,92010,Actuals,Qty,NetSuite,132,-38,Category_25,Material Category 4
31-08-22,,470,4096,92010,Actuals,Amount,NetSuite,133,-15464,Category_25,Material Category 4
31-08-22,,470,4096,92010,Actuals,Qty,NetSuite,134,-100,Category_25,Material Category 4
31-08-22,,470,4102,92010,Actuals,Amount,NetSuite,135,-10050,Category_28,Material Category 4
31-08-22,,470,4102,92010,Actuals,Qty,NetSuite,136,-50,Category_28,Material Category 4
31-08-22,,470,4101,92010,Actuals,Amount,NetSuite,137,-9489,Category_28,Material Category 4
31-08-22,,470,4101,92010,Actuals,Qty,NetSuite,138,-48,Category_28,Material Category 4
31-08-22,,470,4091,92010,Actuals,Amount,NetSuite,139,-28091,Category_28,Material Category 4
31-08-22,,470,4091,92010,Actuals,Qty,NetSuite,140,-125,Category_28,Material Category 4
31-08-22,,517,2299,911040,Actuals,Amount,NetSuite,141,5000,Category_15,Material Category 1
31-08-22,,517,2299,911040,Actuals,Qty,NetSuite,142,25,Category_15,Material Category 1
31-08-22,,517,2226,911040,Actuals,Amount,NetSuite,143,10112,Category_15,Material Category 1
31-08-22,,517,2226,911040,Actuals,Qty,NetSuite,144,50,Category_15,Material Category 1
31-08-22,,517,2298,911040,Actuals,Amount,NetSuite,145,12588,Category_16,Material Category 1
31-08-22,,517,2298,911040,Actuals,Qty,NetSuite,146,48,Category_16,Material Category 1
31-08-22,,517,2232,911040,Actuals,Amount,NetSuite,147,1500,Category_36,Material Category 1
31-08-22,,517,2232,911040,Actuals,Qty,NetSuite,148,38,Category_36,Material Category 1
31-08-22,,517,2227,911040,Actuals,Amount,NetSuite,149,26500,Category_16,Material Category 1
31-08-22,,517,2227,911040,Actuals,Qty,NetSuite,150,100,Category_16,Material Category 1
31-08-22,,517,2233,911040,Actuals,Amount,NetSuite,151,3500,Category_36,Material Category 1
31-08-22,,517,2233,911040,Actuals,Qty,NetSuite,152,100,Category_36,Material Category 1
31-08-22,,522,2227,92105,Actuals,Amount,NetSuite,153,-29095,Category_16,Material Category 1
31-08-22,,522,2227,92105,Actuals,Qty,NetSuite,154,-100,Category_16,Material Category 1
31-08-22,,522,2233,92105,Actuals,Amount,NetSuite,155,-3168,Category_36,Material Category 1
31-08-22,,522,2233,92105,Actuals,Qty,NetSuite,156,-100,Category_36,Material Category 1
31-08-22,,522,2226,92105,Actuals,Amount,NetSuite,157,-9297,Category_15,Material Category 1
31-08-22,,522,2226,92105,Actuals,Qty,NetSuite,158,-50,Category_15,Material Category 1
31-08-22,,522,2299,92105,Actuals,Amount,NetSuite,159,-4612,Category_15,Material Category 1
31-08-22,,522,2299,92105,Actuals,Qty,NetSuite,160,-25,Category_15,Material Category 1
31-08-22,,522,2298,92105,Actuals,Amount,NetSuite,161,-13777,Category_16,Material Category 1
31-08-22,,522,2298,92105,Actuals,Qty,NetSuite,162,-48,Category_16,Material Category 1
31-08-22,,522,2232,92105,Actuals,Amount,NetSuite,163,-1172,Category_36,Material Category 1
31-08-22,,522,2232,92105,Actuals,Qty,NetSuite,164,-38,Category_36,Material Category 1
31-08-22,,265,2156,91004,Actuals,Amount,NetSuite,165,949,Category_58,
31-08-22,,265,2156,91004,Actuals,Qty,NetSuite,166,2698,Category_58,
31-08-22,,483,3940,91014,Actuals,Amount,NetSuite,167,7772,Category_51,
31-08-22,,483,3940,91014,Actuals,Qty,NetSuite,168,2,Category_51,
31-08-22,,484,3939,91024,Actuals,Amount,NetSuite,169,115305,Category_52,
31-08-22,,484,3939,91024,Actuals,Qty,NetSuite,170,5,Category_52,
31-08-22,,485,3942,91034,Actuals,Amount,NetSuite,171,73485,Category_59,
31-08-22,,485,3942,91034,Actuals,Qty,NetSuite,172,55,Category_59,
31-08-22,,214,2850,92001,Actuals,Amount,NetSuite,173,-32,Category_43,Material Category 13
31-08-22,,214,2805,92001,Actuals,Amount,NetSuite,174,-14,Category_43,Material Category 13
31-08-22,,214,2966,92001,Actuals,Amount,NetSuite,175,-526,Category_57,Material Category 20
31-08-22,,214,2699,92001,Actuals,Amount,NetSuite,176,-531,Category_56,Material Category 19
31-08-22,,214,2521,92001,Actuals,Amount,NetSuite,177,-19,Category_37,Material Category 9
31-08-22,,214,2521,92001,Actuals,Qty,NetSuite,178,-10,Category_37,Material Category 9
31-08-22,,214,3044,92001,Actuals,Amount,NetSuite,179,-32,Category_48,Material Category 16
31-08-22,,214,3044,92001,Actuals,Qty,NetSuite,180,-5,Category_48,Material Category 16
31-08-22,,214,2723,92001,Actuals,Amount,NetSuite,181,-2,Category_56,Material Category 19
31-08-22,,214,2723,92001,Actuals,Qty,NetSuite,182,-5,Category_56,Material Category 19
31-08-22,,214,2529,92001,Actuals,Amount,NetSuite,183,-2,Category_37,Material Category 9
31-08-22,,214,2529,92001,Actuals,Qty,NetSuite,184,-5,Category_37,Material Category 9
31-08-22,,214,2720,92001,Actuals,Amount,NetSuite,185,-156,Category_56,Material Category 22
31-08-22,,214,2720,92001,Actuals,Qty,NetSuite,186,-5,Category_56,Material Category 22
31-08-22,,214,2970,92001,Actuals,Amount,NetSuite,187,-1574,Category_57,Material Category 20
31-08-22,,214,2970,92001,Actuals,Qty,NetSuite,188,-8,Category_57,Material Category 20
31-08-22,,214,2799,92001,Actuals,Amount,NetSuite,189,-1,Category_43,Material Category 13
31-08-22,,214,2732,92001,Actuals,Amount,NetSuite,190,-14,Category_56,Material Category 19
31-08-22,,214,2724,92001,Actuals,Amount,NetSuite,191,-2,Category_56,Material Category 19
31-08-22,,214,2724,92001,Actuals,Qty,NetSuite,192,-5,Category_56,Material Category 19
31-08-22,,214,2692,92001,Actuals,Amount,NetSuite,193,-11,Category_56,Material Category 19
31-08-22,,214,2692,92001,Actuals,Qty,NetSuite,194,-38,Category_56,Material Category 19
31-08-22,,214,2850,92001,Actuals,Qty,NetSuite,195,-2,Category_43,Material Category 13
31-08-22,,214,2805,92001,Actuals,Qty,NetSuite,196,-2,Category_43,Material Category 13
31-08-22,,214,2966,92001,Actuals,Qty,NetSuite,197,-2,Category_57,Material Category 20
31-08-22,,214,2705,92001,Actuals,Qty,NetSuite,198,-2,Category_56,Material Category 19
31-08-22,,214,2699,92001,Actuals,Qty,NetSuite,199,-2,Category_56,Material Category 19
31-08-22,,214,2799,92001,Actuals,Qty,NetSuite,200,-2,Category_43,Material Category 13
31-08-22,,214,2732,92001,Actuals,Qty,NetSuite,201,-2,Category_56,Material Category 19
31-08-22,,267,2850,91007,Actuals,Amount,NetSuite,202,20,Category_43,Material Category 13
31-08-22,,267,2799,91007,Actuals,Amount,NetSuite,203,1,Category_43,Material Category 13
31-08-22,,267,2724,91007,Actuals,Qty,NetSuite,204,5,Category_56,Material Category 19
31-08-22,,267,2692,91007,Actuals,Amount,NetSuite,205,11,Category_56,Material Category 19
31-08-22,,267,2692,91007,Actuals,Qty,NetSuite,206,38,Category_56,Material Category 19
31-08-22,,267,2529,91007,Actuals,Amount,NetSuite,207,3,Category_37,Material Category 9
31-08-22,,267,2529,91007,Actuals,Qty,NetSuite,208,5,Category_37,Material Category 9
31-08-22,,267,2805,91007,Actuals,Amount,NetSuite,209,13,Category_43,Material Category 13
31-08-22,,267,2699,91007,Actuals,Amount,NetSuite,210,610,Category_56,Material Category 19
31-08-22,,267,2970,91007,Actuals,Amount,NetSuite,211,1192,Category_57,Material Category 20
31-08-22,,267,2970,91007,Actuals,Qty,NetSuite,212,8,Category_57,Material Category 20
31-08-22,,267,2705,91007,Actuals,Amount,NetSuite,213,4,Category_56,Material Category 19
31-08-22,,267,2521,91007,Actuals,Amount,NetSuite,214,21,Category_37,Material Category 9
31-08-22,,267,2521,91007,Actuals,Qty,NetSuite,215,10,Category_37,Material Category 9
31-08-22,,267,2732,91007,Actuals,Amount,NetSuite,216,20,Category_56,Material Category 19
31-08-22,,267,2966,91007,Actuals,Amount,NetSuite,217,413,Category_57,Material Category 20
31-08-22,,267,3044,91007,Actuals,Amount,NetSuite,218,31,Category_48,Material Category 16
31-08-22,,267,3044,91007,Actuals,Qty,NetSuite,219,5,Category_48,Material Category 16
31-08-22,,267,2723,91007,Actuals,Qty,NetSuite,220,5,Category_56,Material Category 19
31-08-22,,267,2720,91007,Actuals,Amount,NetSuite,221,182,Category_56,Material Category 22
31-08-22,,267,2720,91007,Actuals,Qty,NetSuite,222,5,Category_56,Material Category 22
31-08-22,,267,2850,91007,Actuals,Qty,NetSuite,223,2,Category_43,Material Category 13
31-08-22,,267,2799,91007,Actuals,Qty,NetSuite,224,2,Category_43,Material Category 13
31-08-22,,267,2724,91007,Actuals,Amount,NetSuite,225,2,Category_56,Material Category 19
31-08-22,,267,2805,91007,Actuals,Qty,NetSuite,226,2,Category_43,Material Category 13
31-08-22,,267,2699,91007,Actuals,Qty,NetSuite,227,2,Category_56,Material Category 19
31-08-22,,267,2705,91007,Actuals,Qty,NetSuite,228,2,Category_56,Material Category 19
31-08-22,,267,2732,91007,Actuals,Qty,NetSuite,229,2,Category_56,Material Category 19
31-08-22,,267,2966,91007,Actuals,Qty,NetSuite,230,2,Category_57,Material Category 20
31-08-22,,267,2723,91007,Actuals,Amount,NetSuite,231,2,Category_56,Material Category 19
31-08-22,,267,3070,91007,Actuals,Amount,NetSuite,232,88,Category_48,Material Category 16
31-08-22,,267,3070,91007,Actuals,Qty,NetSuite,233,5,Category_48,Material Category 16
31-08-22,,267,3001,91007,Actuals,Amount,NetSuite,234,1019,Category_57,Material Category 20
31-08-22,,267,2989,91007,Actuals,Amount,NetSuite,235,1875,Category_57,Material Category 20
31-08-22,,267,3069,91007,Actuals,Amount,NetSuite,236,68,Category_48,Material Category 16
31-08-22,,267,2839,91007,Actuals,Amount,NetSuite,237,14,Category_46,Material Category 15
31-08-22,,267,2839,91007,Actuals,Qty,NetSuite,238,5,Category_46,Material Category 15
31-08-22,,267,2568,91007,Actuals,Amount,NetSuite,239,120,Category_37,Material Category 21
31-08-22,,267,2766,91007,Actuals,Amount,NetSuite,240,16,Category_56,Material Category 10
31-08-22,,267,2726,91007,Actuals,Amount,NetSuite,241,263,Category_56,Material Category 21
31-08-22,,267,2767,91007,Actuals,Amount,NetSuite,242,8,Category_56,Material Category 10
31-08-22,,267,2767,91007,Actuals,Qty,NetSuite,243,5,Category_56,Material Category 10
31-08-22,,267,2769,91007,Actuals,Amount,NetSuite,244,1,Category_56,Material Category 19
31-08-22,,267,2769,91007,Actuals,Qty,NetSuite,245,10,Category_56,Material Category 19
31-08-22,,267,2744,91007,Actuals,Amount,NetSuite,246,4,Category_56,Material Category 19
31-08-22,,267,2744,91007,Actuals,Qty,NetSuite,247,2,Category_56,Material Category 19
31-08-22,,267,2766,91007,Actuals,Qty,NetSuite,248,2,Category_56,Material Category 10
31-08-22,,267,2726,91007,Actuals,Qty,NetSuite,249,2,Category_56,Material Category 21
31-08-22,,267,3001,91007,Actuals,Qty,NetSuite,250,2,Category_57,Material Category 20
31-08-22,,267,2989,91007,Actuals,Qty,NetSuite,251,2,Category_57,Material Category 20
31-08-22,,267,3069,91007,Actuals,Qty,NetSuite,252,2,Category_48,Material Category 16
31-08-22,,267,2568,91007,Actuals,Qty,NetSuite,253,2,Category_37,Material Category 21
31-08-22,,214,2989,92001,Actuals,Qty,NetSuite,254,-2,Category_57,Material Category 20
31-08-22,,214,2726,92001,Actuals,Qty,NetSuite,255,-2,Category_56,Material Category 21
31-08-22,,214,3069,92001,Actuals,Qty,NetSuite,256,-2,Category_48,Material Category 16
31-08-22,,214,2568,92001,Actuals,Qty,NetSuite,257,-2,Category_37,Material Category 21
31-08-22,,214,2766,92001,Actuals,Qty,NetSuite,258,-2,Category_56,Material Category 10
31-08-22,,214,3001,92001,Actuals,Qty,NetSuite,259,-2,Category_57,Material Category 20
31-08-22,,214,2989,92001,Actuals,Amount,NetSuite,260,-1633,Category_57,Material Category 20
31-08-22,,214,2839,92001,Actuals,Amount,NetSuite,261,-12,Category_46,Material Category 15
31-08-22,,214,2839,92001,Actuals,Qty,NetSuite,262,-5,Category_46,Material Category 15
31-08-22,,214,3069,92001,Actuals,Amount,NetSuite,263,-62,Category_48,Material Category 16
31-08-22,,214,3070,92001,Actuals,Amount,NetSuite,264,-82,Category_48,Material Category 16
31-08-22,,214,3070,92001,Actuals,Qty,NetSuite,265,-5,Category_48,Material Category 16
31-08-22,,214,2568,92001,Actuals,Amount,NetSuite,266,-96,Category_37,Material Category 21
31-08-22,,214,3001,92001,Actuals,Amount,NetSuite,267,-817,Category_57,Material Category 20
31-08-22,,214,2726,92001,Actuals,Amount,NetSuite,268,-227,Category_56,Material Category 21
31-08-22,,214,2767,92001,Actuals,Amount,NetSuite,269,-7,Category_56,Material Category 10
31-08-22,,214,2767,92001,Actuals,Qty,NetSuite,270,-5,Category_56,Material Category 10
31-08-22,,214,2766,92001,Actuals,Amount,NetSuite,271,-15,Category_56,Material Category 10
31-08-22,,214,2744,92001,Actuals,Amount,NetSuite,272,-1,Category_56,Material Category 19
31-08-22,,214,2744,92001,Actuals,Qty,NetSuite,273,-2,Category_56,Material Category 19
31-08-22,,214,2769,92001,Actuals,Amount,NetSuite,274,-1,Category_56,Material Category 19
31-08-22,,214,2769,92001,Actuals,Qty,NetSuite,275,-10,Category_56,Material Category 19
31-08-22,,496,4255,912520,Actuals,Amount,NetSuite,276,573500,Category_9,Material Category 8
31-08-22,,496,4255,912520,Actuals,Qty,NetSuite,277,9250,Category_9,Material Category 8
31-08-22,,511,4255,922420,Actuals,Amount,NetSuite,278,-607349,Category_9,Material Category 8
31-08-22,,511,4255,922420,Actuals,Qty,NetSuite,279,-9250,Category_9,Material Category 8
31-08-22,,265,2156,91004,Actuals,Amount,NetSuite,280,3401,Category_58,
31-08-22,,265,2156,91004,Actuals,Qty,NetSuite,281,6350,Category_58,
31-08-22,,483,3940,91014,Actuals,Amount,NetSuite,282,22562,Category_51,
31-08-22,,483,3940,91014,Actuals,Qty,NetSuite,283,2,Category_51,
31-08-22,,484,3939,91024,Actuals,Amount,NetSuite,284,136457,Category_52,
31-08-22,,484,3939,91024,Actuals,Qty,NetSuite,285,5,Category_52,
31-08-22,,485,3942,91034,Actuals,Amount,NetSuite,286,98302,Category_59,
31-08-22,,485,3942,91034,Actuals,Qty,NetSuite,287,55,Category_59,
31-08-22,,488,2359,912020,Actuals,Amount,NetSuite,288,109000,Category_47,Material Category 5
31-08-22,,488,2359,912020,Actuals,Qty,NetSuite,289,25,Category_47,Material Category 5
31-08-22,,646,2358,9121030,Actuals,Amount,NetSuite,290,467050,Category_33,Material Category 5
31-08-22,,646,2358,9121030,Actuals,Qty,NetSuite,291,350,Category_33,Material Category 5
31-08-22,,492,3461,912210,Actuals,Amount,NetSuite,292,238175,Category_30,Material Category 5
31-08-22,,492,3461,912210,Actuals,Qty,NetSuite,293,5,Category_30,Material Category 5
31-08-22,,502,2359,922020,Actuals,Amount,NetSuite,294,-83883,Category_47,Material Category 5
31-08-22,,502,2359,922020,Actuals,Qty,NetSuite,295,-25,Category_47,Material Category 5
31-08-22,,649,2358,9221030,Actuals,Amount,NetSuite,296,-365535,Category_33,Material Category 5
31-08-22,,649,2358,9221030,Actuals,Qty,NetSuite,297,-350,Category_33,Material Category 5
31-08-22,,507,3461,922210,Actuals,Amount,NetSuite,298,-207190,Category_30,Material Category 5
31-08-22,,507,3461,922210,Actuals,Qty,NetSuite,299,-5,Category_30,Material Category 5
